2026,49ers,8,0,2142805473,0
2026,bears,8,0,2142805473,0
2026,bengals,8,0,2142805473,0
2026,bills,8,0,2142805473,0
2026,broncos,8,0,2142805473,0
2026,browns,8,0,2142805473,0
2026,buccaneers,8,0,2142805473,0
2026,cardinals,8,0,2142805473,0
2026,chargers,8,0,2142805473,0
2026,chiefs,8,0,2142805473,0
2026,colts,8,0,2142805473,0
2026,cowboys,8,0,2142805473,0
2026,dolphins,8,0,2142805473,0
2026,eagles,8,0,2142805473,0
2026,falcons,8,0,2142805473,0
2026,giants,8,0,2142805473,0
2026,jaguars,8,0,2142805473,0
2026,jets,8,0,2142805473,0
2026,lions,8,0,2142805473,0
2026,packers,8,0,2142805473,0
2026,panthers,8,0,2142805473,0
2026,patriots,8,0,2142805473,0
2026,raiders,8,0,2142805473,0
2026,rams,8,0,2142805473,0
2026,ravens,8,0,2142805473,0
2026,commanders,8,0,2142805473,0
2026,saints,8,0,2142805473,0
2026,seahawks,8,0,2142805473,0
2026,steelers,8,0,2142805473,0
2026,texans,8,0,2142805473,0
2026,titans,8,0,2142805473,0
2026,vikings,8,0,2142805473,0
